youtube_id,song,lyric,author 
4roUtBZUx-k,Nice & Slow,"(feat. Twista)
[Twista]
Usher Raymond
B-rock, remix
Twista, the first age
Yeah
So come on playa get your lick when its warm
Pull up in front of your crib now
Peep the shine on the chrome
Step out into the breeze and knees up to the back
And you got it now
Let's bump and grind till we moan
Look Shaheed ain't trying to hurt you
Slowly I got to work you
I just want to make you feel real good
Let the words rise stiff
Bumping feels good
Swaying with the smooth beat
On my candy coated cane
[Usher (Twista)]
It's seven o'clock on the dot
I'm in my drop top cruisin' the streets (yeah come on)
I got a real pretty, pretty little thing
That's waiting for me (yeah what)
I pull up anticipating good love (break it down)
Don't keep me waiting
I got plans to put my hands in places I've never seen
Girl you know what I mean (yeah)
[1 - Usher (Twista)]
Let me take you to a place nice and quiet
Where there ain't no one there to interrupt
Ain't gotta rush
I just wanna take it nice and slow
(Nice and slow baby, nice and slow baby)
See I been waiting for this for so long
We'll be making love until the sun comes up
Baby, I just wanna take it nice and slow
(Nice and slow baby, nice and slow baby)
[Twista]
Ready Now you gotta do me nice and slow
And have you roll on the go
I promise not to be a pest
And kiss ya places another love would've never thought to go
I didn't lose my mind
So I won't be bogus notice how I move to the South
Check this groove cause I'm down
Got you moving and swaying
When we finish we can take a cruise through the town
While my Usher cd is on, check it out
[Usher]
Now, here we are driving around town (uh)
Contemplating where I'm gonna lay you down (yeah)
Girl, you got me saying my, my, my
I wish that I could pull over
And get this thing started right now (yeah)
I wanna do something freaky to you, babe (they hear ya)
I don't think they heard me
I, I wanna do something freaky to you, babe (yeah)
So call out my name
They call me U-S-H-E-R R-A-Y-M-O-N-D
Now baby tell me what you wanna do with me
Gotta nigga feenin' like Jodeci
Every time that you role with me, holding me
Trying to get control of me
Nice and slowly, you know, never lettin' go
Never messin' up the flow
[Twista]
[Usher]
Now tell me
Do you wanna get freaky
Cuz I'll freak you right I will
I'll freak you right I will
I'll freak you like no one has ever, ever made you feel
I'll freak you right I will
I'll freak you right I will
I'll freak you freak you like no one has ever made you feel, yeah
[Repeat 1]
[Twista]
Yeah, Usher what's up
Get it up, ow
The first age, ow
B-Rock Biz, B-I-Z
What's up Twista",Usher 
serV18MirGg,Hit Me With Your Best Shot,"Well you're the real tough cookie with the long history
Of breaking little hearts, like the one in me
That's O.K., lets see how you do it
Put up your dukes, lets get down to it!
Hit Me With Your Best Shot!
Why Don't You Hit Me With Your Best Shot!
Hit Me With Your Best Shot!
Fire Away!
You come on with a "";come on"";, you don't fight fair
But that's O.K., see if I care!
Knock me down, it's all in vain
I'll get right back on my feet again!
Hit Me With Your Best Shot!
Why Don't You Hit Me With Your Best Shot!
Hit Me With Your Best Shot!
Fire Away!
Well you're the real tough cookie with the long history
Of breaking little hearts, like the one in me
Before I put another notch in my lipstick case
You better make sure you put me in my place
Hit Me With Your Best Shot!
Come On, Hit Me With Your Best Shot!
Hit Me With Your Best Shot!
Fire Away!
Hit Me With Your Best Shot!
Why Don't You Hit Me With Your Best Shot!
Hit Me With Your Best Shot!
Fire Away!",Pat Benatar 
vFxV1gZ2XJY,Another Sad Love Song,"Since you been gone
I been hangin' around here lately
With my mind messed up
Jumped in my car tried to clear my mind
Didn't help me
I guess I'm all messed up now baby
Soon as I jumped into my ride
Those memories start to play
A song comes on the radio
And there U are baby once again
It's just another sad love song
Rackin' my brain like crazy
Guess I'm all torn up
Be it fast or slow
It doesn't let go
Or shake me
And it's all because of you
Since you been gone
I keep thinkin' about you baby
Gets me all choked up
This heart of mine keeps
Dreamin' of you and it's crazy
You'd think I'd had enough
As soon as I get you out my head
I'm in your car again
Just one request from the radio
I'm back in love sugar once again
It's just another sad love song
Rackin' my brain like crazy
Guess I'm all torn up
Be it fast or slow
It doesn't let go
Or shake me
And it's all because of you
Here comes the strings
Then somebody sings
Only takes a beat
And then it starts killin' me darlin'
Only takes one note, I tell ya,
From that radio
It's just
Another
Lonely
Love Song",Toni Braxton 
D010hCZAX14,Where Does My Heart Beat Now,"So much to believe in - We were lost in time 
Everything I needed 
I feel in your eyes 
Always tought of keepin- 
Your heart next to mine 
But now that seems so far away 
Don't know how love could leave 
Without a trace 
Where do silent hearts go? 
Where does my heart beat now 
Where is the sound 
That only echoes through the night 
Where does my heart beat now 
I can't live without 
Without feeling it inside 
Where do all the lonely hearts go 
Candle in the water - Drifting helplessly 
Hiding from the thunder- 
Come and rescue me 
Driven by hunger - 
Of the endless dream 
I'm searching for the hand that I can hold 
I'm reaching for the arms that let me know 
Where do silent hearts go? 
Where does my heart beat now 
Where is the sound 
That only echoes through the night 
Where does my heart beat now 
I can't live without 
Without feeling it inside 
Where do all the lonely hearts go 
Where do all the lonely hearts go 
Then one touch overcomes the silence 
Love still survives 
Two hearts needing one another 
Give me wings to fly 
Where does my heart beat now 
Where is the sound 
That only echoes through the night 
Where does my heart beat now 
I can't live without 
Without feeling it inside 
I've got someone to give my heart to 
Feel it getting stronger and stronger 
And stronger 
And I feel inside 
Hearts are made to last 
Till the end of time",Celine Dion 
pk2KSARclCo,Ooh Aah.. Just A Little Bit,"You're my love, you're my sweetest thing 
Don't shy away, don't shy away 
Every night makes me hate the days 
Can't get enough of your love 
Am I wrong, am I so unkind 
Show me the way, don't turn away 
I can't hide all these thoughts in my mind 
Every moment I was thinking of you 
Chorus 
Ooh Aah, just a little bit 
Ooh Aah, a little bit more 
Ooh Aah, just a little bit 
You know what I'm looking for 
Ooh Aah, just a little bit 
Ooh Aah, a little bit more 
Ooh Aah, just a little bit 
I'll give you love you can't ignore 
Feeling good, let's go all the way 
It's got to be, set me free 
But tonight, let my body say 
Take it slow, don't let it go 
How can I prove my love to you 
Baby please, you're all I need 
Like a child, but it's more than a phase 
Could act the angel, but it wouldn't be true 
Repeat chorus 
What can you do for me? 
Oh, what can you do 
'Cause I feel so alive 
I feel your love inside 
Just a little bit, a little bit more 
Just a little bit, Just a little 
Just a little bit, a little bit more 
Just a little bit, whoo-o-whoo-o-whoo-oo 
Repeat chorus to end",Gina G 
j3dQnnCYrGw,Because Of You,"It's all, It's all 
Chorus:
You're my sunshine after the rain
You're the cure against my fear   my pain
'Cause I'm losing my mind
when you're not around
It's all, It's all
It's all because of you 
You're my sunshine
Oh yeah 
Baby I really know by now
since we met that day
You showed me the way
I felt it then, you gave me love
I can't describe
how much I feel for you 
I said baby I
Should have known by now
Should have been right there
Whenever you gave me love
And if only you were here
I'd tell you
Yes I'd tell you, oh yeah 
Chorus
oohh oh yeah yeeaah 
Honestly could you be with me
Like it was before
neither less nor more
'Cause when I close my eyes at night
I realize that no one else
Could ever take your place 
I still can feel and it's so unreal
When you're touching me
Kisses endlessly
It's just a place in the sun,
where our loves begun
I miss you, yes I miss you
Oh baby yeah 
Chorus
If I knew how to tell you
What's on my mind
Make you understand
Then I'd always be there
Right by your side 
Chorus (3 times)",98° 
SXiWHWkbD6Y,The Look,"1-2-3-4
Walking like a man,
hitting like a hammer,
she's a juvenile scam.
Never was a quitter,
tasty like a raindrop,
she's got the look.
Heavenly bound
cause heaven's got a number
when she's spinning me around,
Kissing is a colour,
her loving is a wild dog,
she's got the look.
She's got the look.
She's got the look.
What in the world can make a brown-eyed girl turn blue.
When everything I'll ever do I'll do for you
and I go: la la la la la
she's got the look.
Fire in the ice,
naked to the T-bone
is a lover's disguise.
Banging on the head drum,
shaking like a mad bull,
she's got the look.
Swaying to the band,
moving like a hammer,
she's a miracle man.
Loving is the ocean,
Kissing is the wet sand,
she's got the look.
And she goes:
na na na na na na na na.",Roxette 
jjNgn4r6SOA,Bridge Over Troubled Water,"Bridge Over Troubled Water
When you're weary, feeling small, 
When tears are in your eyes, I will dry them all; 
I'm on your side. When times get rough 
And friends just can't be found, 
Like a bridge over troubled water 
I will lay me down. 
Like a bridge over troubled water 
I will lay me down. 
When you're down and out, 
When you're on the street, 
When evening falls so hard 
I will comfort you. 
I'll take your part. 
When darkness comes 
And pains is all around, 
Like a bridge over troubled water 
I will lay me down. 
Like a bridge over troubled water 
I will lay me down. 
Sail on silvergirl, 
Sail on by. 
Your time has come to shine. 
All your dreams are on their way. 
See how they shine. 
If you need a friend 
I'm sailing right behind. 
Like a bridge over troubled water 
I will ease your mind. 
Like a bridge over troubled water 
I will ease your mind.",Simon and Garfunkel 
3zeRdkV-_VY,Moody River,"(Moody river, moody river)
(chorus)  Moody river, more deadly than the vainest knife
Moody river, your muddy water took my baby's life
Last Saturday evenin' came to the old oak tree
It stands beside the river where you were to meet me
On the ground your glove I found with a note addressed to me
It read ""Dear love, I've done you wrong, now I must set you free""
No longer can I live with this hurt and this sin.
I just couldn't tell you that guy was just a friend""
(repeat chorus)
I looked into the muddy water and what could I see?
I saw a lonely, lonely face just lookin' back at me
Tears in his eyes and a prayer on his lips
And the glove of his lost love at his fingertips
(repeat chorus)",Pat Boone 
WsJvHa_hMmM,Lucy In The Sky With Diamonds,"Picture yourself in a boat on a river 
With tangerine trees and marmalade skies 
Somebody calls you, you answer quite slowly 
A girl with kaleidoscope eyes 
Cellophane flowers of yellow and green 
Towering over your head 
Look for the girl with the sun in her eyes 
And she's gone 
Lucy in the sky with diamonds 
Follow her down to a bridge by a fountain 
Where rocking horse people eat marshmallow pies 
Everyone smiles as you drift past the flowers 
That grow so incredibly high 
Newspaper taxis appear on the shore 
Waiting to take you away 
Climb in the back with you head in the clouds 
And you're gone 
Lucy in the sky with diamonds 
Picture yourself on a train in a station 
With plasticine porters with looking glass ties 
Suddenly someone is there at the turnstile 
The girl with kaleidoscope eyes",Elton John 
dfqfC-YJBgo,Borderline,"Something in the way you love me won't let me be
I don't want to be your prisoner so baby won't you set me free
Stop playing with my heart
Finish what you start
When you make my love come down
If you want me let me know
Baby let it show
Honey don't you fool around
Just try to understand, I've given all I can,
'Cause you got the best of me
Chorus:
Borderline feels like I'm going to lose my mind
You just keep on pushing my love over the borderline
(repeat chorus again)
Keep on pushing me baby
Don't you know you drive me crazy
You just keep on pushing my love over the borderline
Something in your eyes is makin' such a fool of me
When you hold me in your arms you love me till I just can't see
But then you let me down, when I look around, baby you just can't be found
Stop driving me away, I just wanna stay,
There's something I just got to say
Just try to understand, I've given all I can,
'Cause you got the best of me
(chorus)
Keep on pushing me baby
Don't you know you drive me crazy
You just keep on pushing my love over the borderline
Look what your love has done to me
Come on baby set me free
You just keep on pushing my love over the borderline
You cause me so much pain, I think I'm going insane
What does it take to make you see
You just keep on pushing my love over the borderline",Madonna 
2mbLpSquq84,Remember The Time,"Do You Remember
When We Fell In Love
We Were Young
And Innocent Then
Do You Remember
How It All Began
It Just Seemed Like Heaven
So Why Did It End
Do You Remember
Back In The Fall
We'd Be Together
All Day Long
Do You Remember
Us Holding Hands
In Each Other's Eyes
We'd Stare
(Tell Me)
Do You Remember The Time
When We Fell In Love
Do You    Remember The Time
When We First Met
Do You Remember The Time
When We Fell In Love
Do You Remember The Time
Do You Remember
How We Used To Talk
(Ya Know)
We'd Stay On The Phone
At Night Till Dawn
Do You Remember
All The Things We Said Like
I Love You So
I'll Never Let You Go
Do You Remember
Back In The Spring
Every Morning Birds Would Sing
Do You Remember
Those Special Times
They'll Just Go On And On
In The Back Of My Mind
Do You    Remember The Time
When We Fell In Love
Do You Remember The Time
When We First Met Girl
Do You Remember The Time
When We Fell In Love
Do You Remember The Time
Those Sweet Memories
Will Always Be Dear To Me
And Girl No Matter What Was Said
I Will Never Forget What We Had
Now Baby
Do You Remember The Time
When We Fell In Love
Do You Remember The Time
When We First Met
Do You Remember The Time
When We Fell In Love
Do You Remember The Time
Do You Remember The Time
When We Fell In Love
Do You Remember The Time
When We First Met
Do You Remember The Time
When We Fell In Love
Do You Remember The Time
Remember The Times
Ooh
Remember The Times
Do You Remember Girl
Remember The Times
On The Phone You And Me
Remember The Times
Till Dawn, Two Or Three
What About Us Girl
Remember The Times
Do You. Do You, Do You,
Do You, Do You
Remember The Times
In The Park, On The Beach
Remember The Times
You And Me In Spain
Remember The Times
What About, What About...
Remember The Times
Ooh... In The Park
Remember The Times
After Dark..., Do You, Do You, Do You
Remember The Times
Do You, Do You, Do You, Do You
Remember The Times
Yeah Yeah
Remember The Times",Michael Jackson 
GqBv0QfS2DU,Chariot,"Staring at a maple leaf
Leaning on the mother tree
I said to myself we all lost touch
Your favorite fruit is chocolate covered cherries
And seedless watermelon ohhhh
Nothing from the ground is good enough
Body rised
It puts over me
[Chorus:]
Oh chariot your golden waves
are walking down upon this face
Oh chariot I'm singing out loud
To guide me
Give me your:
Strength
Remember seeking moons rebirth
Rains made mirrors of the earth
The sun was just yellow energy
It is a living promise land
Even over fields of sand
Seasons fill my mind and
Cover me
From bringing back
More than a memory
[Chorus]
You'll be my vacation away from this place
You know what I want
Holding that cup,
It's pouring over the sides
Make me wanna spread my arms and fly
[Chorus]",Gavin DeGraw 
9p7nW7_Yl30,Shake It Off,"[Chorus]
I gotta shake it off
Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake it off
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy I gotta shake it off
Gotta do what's best for me
Baby and that means I gotta
shake it off
By the time you get this message
It's gonna be too late
So don't bother paging me
'Cause I'll be on my way
See, I grabbed all my diamonds and clothes
Just ask your momma she knows
You're gonna miss me baby
Hate to say I told you so
Well at first I didn't know
But now it's clear to me
You would cheat with all your freaks
And lie compulsively
So I packed up my Louis Vuitton
Jumped in your ride and took off
You'll never ever find a girl
Who loves you more than me
[Chorus]
I gotta shake it off
Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake it off
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy I gotta shake it off
Gotta do what's best for me
Baby and that means I gotta
shake it off
[Bridge]
I gotta shake, shake, shake, shake, shake it
Off...
I found out about a gang
Of your dirty little deeds
With this one and that one
By the pool, on the beach, in the streets
Heard y'all was
Hold up my phone's breakin' up
I'ma hang up and call the machine right back
I gotta get this off of my mind
You wasn't worth my time
So I'm leaving you behind
Cause I need a real love in my life
Save this recording because
I'm never coming back home
Baby I'm gone
Don't cha know
[Chorus]
I gotta shake it off
Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake it off
Gotta make that move
Find somebody who
Appreciated all the love I give
Boy I gotta shake it off
Gotta do what's best for me
Baby and that means I gotta
shake it off
[Bridge]
[Chorus]
[Bridge]",Mariah Carey 
6TLxUAa3lb0,No More,"Ooh babe, oh girl 
No more, no more 
Bounce baby, bounce baby 
You can move, uh 
Check it out 
Baby, relax, sit back and chill (yeah) 
Just give me a second 
And let me tell you how I feel 
Cause all around town you've been steppin' out 
Runnin' your mouth about 
What made you think I wouldn't find out? 
Wasn't I there for you? 
Truly cared for you 
Maybe my love was just too good 
Could've had it good 
Now the love is gone 
Cause he hit from the  
Does he lace you with the finer things? 
Does he make ya wanna scream his name? 
Does he hit it from the front to back? 
Did you let him break it down like that? 
Should've told me the love was gone 
Never thought that you'd do me wrong 
Girl I though that your love was strong 
Till I saw you with another man 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more 
I saw you on the Av and I laughed 
In the backseat piece spilling Henney in his lap 
Thought it was me you was all about 
But I'm having doubts 
Cause I see you try-na play me out 
But when the brother called the crib with beef 
Didn't I represent you? 
When I caught him in the streets 
So let me get the keys to Lex and then my checks 
And no more hanging brigets around your neck, babe 
Does he lace you with the finer things? 
Does he make ya wanna scream his name? 
Does he hit it from the front to back? 
Did you let him break it down like that? 
Should've told me the love was gone 
Never thought that you'd do me wrong 
Girl I though that your love was strong 
Till I saw you with another man 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more 
No more, I want no more 
Baby, I want no more 
No more shopping sprees 
No more late night creeps 
No more VIP's 
No more dough 
We can't even kick it no more",Ruff Endz 
lrGUSvPJIDY,Love Bites,"If you've got love in your sights 
Watch out, love bites 
When you make love, do you look in the mirror 
Who do you think of, does he look like me 
Do you tell lies and say that it's forever 
Do you think twice, or just touch 'n' see 
Ooh babe ooh yeah 
When you're alone, do you let go 
Are you wild 'n' willin' or is it just for show 
Ooh c'mon 
I don't wanna touch you too much baby 
'Cos making love to you might drive me crazy 
I know you think that love is the way you make it 
So I don't wanna be there when you decide to break it 
No! 
Love bites, love bleeds 
It's bringin' me to my knees 
Love lives, love dies 
It's no surprise 
Love begs, love pleads 
It's what I need 
When I'm with you are you somewhere else 
Am I gettin' thru or do you please yourself 
When you wake up will you walk out 
It can't be love if you throw it about 
Ooh babe 
I don't wanna touch you too much baby 
'Cos making love to you might drive me crazy 
[Repeat Chorus]
[guitar solo] 
Ooh yeah 
[Repeat Bridge]
Love bites, love bleeds 
It's bringin' me to my knees 
Love lives, love dies 
[Repeat Chorus]
If you've got love in your sights 
Watch out, love bites 
Yes it does 
It will be hell",Def Leppard 
y0hQE6l1kUs,Happy,"[Ja Rule] 
Woo, ha ha right back at ya.. 
it's the world's most talented record label 
Murder Inc. 
And that angelic voice you hear in the backround, 
oh that's our new princess of Hip Hop in R&B yo 
Miss Ashanti. 
[Verse 1] 
Boy you fill me with so much joy, 
you give whatever it is I need 
my love here to stay won't ever leave, 
so glad that you fell in love with me. 
[Bridge] 
My love is so good that I wouldn't be without you 
babe, 
couldn't see me without you babe. 
My love is so good that I wouldn't be without you 
babe couldn't see me without you baby. 
[Chorus] 
all my life I've been searching for you, 
everyday. So glad that I found you boy, 
all my life I've been feeling for you everyday. 
I'm so happy baby. 
[Verse 2] 
Boy you got me feeling so good, 
you take all my pain away from me.. 
without you around I couldn't be 
and I 
know you fell in love with me. 
[Bridge] 
[Chorus] 
[Verse 3] 
I'm so happy that I fell in love, 
I thank God he sent you from up above. 
I'm so happy that I found someone, 
and I thank God he sent you from above. 
[Chorus x2] 
[Ending] 
Hmmm that I wouldn't be without you babe 
couldn't see me without you babe and I wouldn't be 
without you babe couldn't see me without you baby.",Ashanti 
2qrtuafXlg8,We Be Burnin',"Just gimme the gees an we be clubbin yow.
Gal a make wi please and we be thuggin' now.
sippin hennesy an we'll be bubblin yow.
Set we mind at ease we got to take it slow.
Verse 1:
So when you see the S.p. floatin don't provoke him
Cause the girls we be poking have to smoking.
Best thing fi the recreation a fi get the best girls inna every nation.
All ma girls we promotin and suportin
And dem love how we flow king here them shouting
First class ticket invitation girls from New York, England and Jamaican.
Chorus:
Everyday we be burnin not concernin what nobody wanna say.
We be earnin dollars turning cause we mind de pon we pay.
Worth more than gold and oil and diamonds girls we need dem everyday.
Recognize it, Pimpin as we riding.
Verse 2:
Girls them a page me waan fi raise me
True me write nuff tune and drive them crazy.
Well I man a true born Jamaican
Ready fi the girls them inna every situation.
We a the gal dem pro, them know we flow
With the lyrical content that make them dip low and
Make the club keep jumpin Turn up the bass make we here when it pumpin.
Summertime bounce to the music people choose it
Sean da P gal a cruise with... well reputed cause.
We a the girls them champion,
Have nuff a them like the great king Solomon.
Many girls inna wi eye sight sexy dress type
Se them ready fi a hype night Just gimme di light
An make we blaze it the roof we haffi raise it again
Chorus:
Verse 1 (repeat)
Chorus(repeat)
Intro",Sean Paul 
HlvojIit7-8,I Don't Want To Wait,"So open up your morning light 
And say a little prayer for I 
You know that if we are to stay alive 
And see the peace in every I 
She had two babies 
One was six months one was three 
In the war of '44 
Every telephone ring 
Every heartbeat stinging 
When she thought it was God calling her 
Oh would her son grow to know his father 
CHORUS: 
I don't want to wait 
For our lives to be over 
I want to know right know 
What will it be 
I don't want to wait 
For our lives to be over 
Will it be yes or will it be 
Sorry 
He showed up all wet 
On the rainy front step 
Wearing shrapnel in his skin 
And the war he saw 
Lives inside him still 
It's so hard to be gentle and warm 
The years passed by and now 
He has granddaughters 
Chorus 
Oh so you look at me 
From across the room 
You're wearing your anguish again 
Believe me, I know the feeling 
It sucks you into the jaws of anger 
Oh, so dig a little more deeply into my life 
All we have is the very moment 
And I don't want to do what 
His father and his father and his father did 
I want to be here now 
So open up your morning light 
And say a little prayer for I 
You know that if we are to stay alive 
And see the peace in every I 
Chorus (2 times) 
So open up your morning light 
And say a little prayer for I 
You know that if we are to stay alive 
And see the love in every eye",Paula Cole 
VE8BSyDgt3c,It's Gonna Be Me,"[Lance:] It's gonna--be--me
[Justin:] Oooh, yeah
[Justin:]
You might've been hurt, babe
That ain't no lie
You've seen them all come and go, oh..
I remember you told me
That it made you believe in 
No man, no cry
Maybe that's why
Every little thing I do
Never seems enough for you
You don't wanna lose it again
But I'm not like them
Baby, when you finally, 
Get to love somebody
Guess what,
It's gonna be me..
[JC:]
You've got no choice, babe
But to move on, and you know
There ain't no time to waste
You're just too blind (too blind), too see
But in the end, ya know it's gonna be me
You can't deny
So just tell me why
Every little thing I do
Never seems enough for you
You don't wanna lose it again
But I'm not like them
Baby, when you finally 
Get to love somebody (somebody)
Guess what (guess what)
It's gonna be me
[Lance:] It's gonna be me
[Justin:] Oh yeahhhhh...
[Justin:]
There comes a day
When I'll be the one, you'll see..
It's gonna-gonna-gonna-gonna-gonna
[Justin:] It's gonna be me
All that I do
Is not enough for you
Don't wanna lose it
But I'm not like that
When finally (finally)
You get to love
Guess what (guess what)
Every little thing I do
Never seems enough for you (for you babe)
You don't wanna lose it again (don't wanna lose it)
But I'm not like them
Baby, when you finally 
Get to love somebody (love..)
Guess what (guess what)
It's gonna be me
Every little thing I do (ohh...)
Never seems enough for you
You don't wanna lose it again (don't wanna lose it)
But I'm not like them
Baby, when you finally (baby when you finally)
Get to love somebody
Guess what (guess what)
[Justin:] It's gonna be me..",N'Sync 
KyyiuD5KYYI,Exhale (Shoop Shoop),"Everyone falls in love sometime 
Sometimes it's wrong 
And sometimes it's right 
For every win 
Someone must fail 
But there comes a point when 
When we exhale (yeah, yeah, say) 
[Chorus:]
Shoop, Shoop, Shoop 
Shoo Be Doop Shoop Shoop (yeah) 
Shoo Be Doop Shoop Shoop 
(All you got to say is shoo be doop) 
Shoo Be Doop Shoop Shoop 
Shoo Be Doop Shoop Shoop (Shoo be doop) 
Shoo Be Doop Shoop Shoop 
Shoo Be Doop Shoop Shoop 
Shoo Be Doo 
Sometimes you'll laugh 
Sometimes you'll cry 
Life never tells us 
The when's or why's 
When you've got friends to wish you well 
You'll find a point when 
You wille exhale (yeah, yeah, say) 
[Chorus:]
Shoop, Shoop, Shoop 
Shoo Be Doop Shoop Shoop 
Shoo Be Doop Shoop Shoop (shoo shoo shoo huh) 
Shoo Be Doop Shoop Shoop 
Shoo Be Doop Shoop Shoop (Sho0 be) 
Shoo Be Doop Shoop Shoop (Say shoop say shoo be say shoo be) 
Shoo Be Doop Shoop Shoop (say shoo-hoo say sho) 
Shoo Be Doo (be doo oh) 
Hearts are often broken 
When there are words unspoken 
In your soul there's 
Answers to your prayers 
If you're searching for 
A place you know 
A familiar face 
Somewhere to go 
You should look inside yourself 
You're halfway there 
[Repeat Verse 2]
[Chorus:]
Shoop, Shoop, Shoop (Shoo Be) 
Shoo Be Doop Shoop Shoop (Shoo Be) 
Shoo Be Doop Shoop Shoop (Shoo Be) 
Shoo Be Doop Shoop Shoop (Shoo-hoo-hoo be) 
Shoo Be Doop Shoop Shoop (Shoo be doop doop doop hoo hoo hoo) 
Shoo Be Doop Shoop Shoop (do do shoo be shoo be feels alright) 
Shoo Be Doop Shoop Shoop (You can say oh) 
Shoo Be Doo",Whitney Houston 
E-AW_l_Wmbg,Chain Gang,"(hooh! aah! hooh!)I hear somethin' sayin'
(hooh! aah!) (hooh! aah!)(hooh! aah!) (hooh! aah!)(Well, don't you know)
That's the sound of the men working on the chain ga-a-ang
That's the sound of the men working on the chain gang
All day long they're singin'(hooh! aah!) (hooh! aah!)(hooh! aah!) (hooh! aah!)
(Well, don't you know)
That's the sound of the men working on the chain ga-a-ang
That's the sound of the men working on the chain gang
All day long they work so hard
Till the sun is goin' down
Working on the highways and byways
And wearing, wearing a frown
You hear them moanin' their lives awayThen you hear somebody sa-ay
That's the sound of the men working on the chain ga-a-ang
That's the sound of the men working on the chain gangCan't ya hear them singin'
Mm, I'm goin' home one of these days
I'm goin' home see my woman
Whom I love so dearBut meanwhile 
I got to work right he-ere
(Well, don't you know)
That's the sound of the men working on the chain ga-a-ang
That's the sound of the men working on the chain gang
All day long they're singin', mm
My, my, my, my, my, my, my, my, my work is so hard
Give me water, I'm thirsty",Sam Cooke 
BO9bzipngY8,All Cried Out,"[Allure]
All alone on a Sunday morning
Outside I see the rain is falling, falling 
Inside I'm slowly dying 
But the rain will hide my crying, crying, crying
And you...
Don't you know my tears will burn the pillow
Set this place on fire 
'Cause I'm tired of your lie
All I needed was a simple  Hello 
But the traffic was so noisy that you could not hear me cry
I gave you my love in vain
My body never knew such pleasure 
My heart never knew such pain
(And you) You leave me so confused
Now I'm all cried out, over you
[112]
ooh
Cryin' over you, yeah
Never wanted to see things your way
Had to go astray
For why was I such a fool (Why was I such a fool?)
Now I see that the grass is greener
Is it too late for me to find my way home
How could I be so wrong?
[Allure]
Leaving me all alone
Don't you know my tears will cause an inferno
Romance of these flames
Why should I take the blame?
You were the one who left me neglected (So sorry baby)
Apology not accepted
At me to the broken hearts you've collected
I gave you all of me (Gave you all of me)
How was I to know
You would weaken so easily
I don't know what to do (I don't know what to do)
Now I'm all cried out (All cried out)
Over you
I gave you my love in vain
My body never knew such pleasure
My heart never knew such pain
And you
[112]
You left me so confused
[Allure]
Now I'm all cried out
Now I'm all cried out
Over you
[112]
so sorry baby, please forgive me
please forgive me",Allure 
9pYux5-d1Es,I Was Made To Love Her,"I was born in Lil' Rock,
Had a childhood sweetheart,
We were always hand in hand.
I was hightop shoes and shirt tails,
Suzy was in pig tails,
I know I loved her even then.
You know my papa disapproved it,
My mama boohooed it,
But I told them time and time again,
""Don't you know I was made to love her,
Built a world all around her""
Yah! Hey, hey, hey.
She's been my inspiration,
Showed appreciation
For the love I gave her through the years.
Like a sweet magnolia tree
My love blossmed tenderly,
My life grew sweeter through the years.
I know that my baby loves me,
My baby needs me,
That's why we made it through the years.
I was made to love her,
Worship and adore her,
Hey, hey, hey.
All through thick and thin
Our love just won't end,
'Cause I love my baby, love my baby. Ah!
My baby loves me,
My baby needs me,
And I know I ain't going nowhere.
I was knee high to a chicken
When that love bug bit me,
I had the fever with each passing year.
Oh, even if the mountain tumbles,
If this whole world crumbles,
By her side I'll still be standing there.
'Cause I was made to love her,
I was made to live for her, yeah!
Ah, I was made to love her,
Built my world all around her,
Hey, hey, hey.
Oo baby, I was made to please her,
You know Stevie ain't gonna leave her, no,
Hey, hey, hey.
Oo wee baby, my baby loves me,
My baby needs me,
Hey, hey, hey.
OO my baby loves me....",Stevie Wonder 
